id,tweet_text,gold,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
2273,"Yesterday I hosted my G6 counterparts from '«'·'''®''''', & '','' for a virtual summit on tackling security threats & illegal migration.By working together, we can help save lives and break the business model of the gangs & people smugglers responsible for perilous illegal journeys.",none,0,0,0,0,0,1,0,0,0,0,immigration
2274,"To stop the deaths of those taking dangerous, illegal journeys, we must stop the trade in people that causes them.Our New Plan for Immigration will save lives and target people smugglers.",premise,0,0,0,0,0,0,1,1,0,0,immigration
2276,Our New Plan for Immigration will deliver fairness and correct historical injustices in British Nationality Law.,none,0,0,0,0,0,0,0,0,1,0,immigration
2278,Our New Plan for Immigration will create a faster and fairer system that supports the most vulnerable in genuine need.,conclusion,0,0,0,0,0,0,0,1,1,0,immigration
2279,' Our New Plan for Immigration will deter illegal entry into the UK.It will break the business model of people smugglers and protect the lives of those they endanger.,none,0,0,0,0,0,1,0,1,0,0,immigration
2281,Our New Plan for Immigration is based on 3 key aims:' To support those in genuine need via safe & legal routes. To break the life-threatening business of criminal people smugglers.'€º€ To make it easier to remove illegal arrivals with no right to be here. Firm but fair.,premise,0,0,0,0,0,0,0,1,1,0,immigration
2284,We are taking action to deter dangerous and illegal migration to the UK and create a new asylum system that's fair for those in genuine need.,none,0,0,0,0,0,0,0,1,1,0,immigration
2285,"Access to the UK's asylum system should be based on need, not on the ability to pay people smugglers '''",none,0,0,0,0,0,0,0,0,1,0,immigration
2286,"I'm pleased to announce over 20,000 refugees from Syria have been resettled in the UK since 2015 through our Vulnerable Persons Resettlement Scheme.And I can also announce £14m of support to help refugees integrate here in the UK with English language and employment support.",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2287,"From my address at the @UNODC's #KyotoCongress on how the UK is tackling crime and protecting victims ''''¨ Tackling Organised Immigration Crime''- Protecting victims of modern slavery'"" Keeping children safe online Stopping fraud and illicit finance",none,0,0,0,0,0,0,0,1,0,0,immigration
2297,"EXPLAINER: Illegal migration is big business. Our #BordersBill can now help to break the business model of ruthless people smugglers and help protect the world's most vulnerable.,",premise,0,0,0,0,0,1,0,0,0,0,immigration
2298,"'"" Our #BordersBill has PASSEDIt will deliver an asylum system that is firm but fair, allowing us to deter illegal migration and help those most in need.The details ''€° #NewPlanForImmigration",none,0,0,0,0,0,0,0,0,1,0,immigration
2304,Sam has been offered a new home and job opportunities in the United Kingdom through our Resettlement Scheme.Our #NewPlanForImmigration is committed to resettling vulnerable refugees through safe and legal routes.,conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2305,Our #NewPlanForImmigration prioritises resettling refugees through safe and legal routes.We are committed to helping vulnerable Afghan families rebuild their lives in the UK through the Afghan Citizens Resettlement Scheme.,conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2309,"Today we have announced more information on the Afghan Citizens' Resettlement scheme, including £20m of funding for local authorities to help resettle Afghan citizens.We are committed to helping vulnerable Afghan families rebuild their lives in the UK.",none,0,0,0,0,0,0,0,1,0,0,immigration
2312,We will never shirk our obligations to unaccompanied asylum seeking children and to suggest otherwise is false.,none,0,0,0,0,0,0,0,1,0,0,immigration
2314,"Access to the UK's asylum system should be based on need, not ability to pay people smugglers.Read my piece on 70th anniversary of the UN Refugee Convention being signed.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2315,UK law enforcement agencies are on the front line witnessing the human misery created by criminal gangs.Our landmark #BordersBill will break the business model of the people smugglers endangering migrant lives.,conclusion,0,0,0,0,0,1,0,1,0,0,immigration
2316,I think they're the real villains in all of this.' law enforcement agencies are on the front line witnessing the human misery created by criminal gangs. Our #NewPlanForImmigration will break the business model of the people-smugglers endangering migrant lives.,conclusion,0,0,0,0,0,1,1,1,0,0,immigration
2322,"We're proud of the work we've done to help thousands of refugee families like these build new lives in the UK, through government resettlement schemes.The #BordersBill in the @HouseofCommons today strengthens our commitment to help more of the world's most vulnerable.",premise,0,0,0,0,0,0,0,1,0,0,immigration
2331,"We have a long-standing history of being open to the world, supporting those in need. And this, we will continue to do. @CPhilpOfficial has written for @politicshome today celebrating #RefugeeWeek & the contribution refugees have made to the UK ,",none,0,0,0,1,0,0,0,0,0,0,immigration
2335,"Responsibility for unaccompanied asylum seeking children will be more fairly distributed across the UK as part of new and vital updates to the National Transfer Scheme.Read more ,",none,0,0,0,0,0,0,0,1,0,0,immigration
2338,"Thanks to our world-leading safe and legal routes, we have been resettling refugees in need, who fled the conflict in Syria, from countries including Iraq and Lebanon.We will continue our proud record with our #NewPlanforImmigration",none,0,0,0,0,0,0,0,0,1,0,immigration
2341,"In the past 10 days, we have deported over 140 foreign criminals, meaning over 700 have been removed from the UK since the start of the year. Our New Plan for Immigration will make it easier to deport foreign criminals with no right to be in the UK and keep our citizens safe.",premise,0,0,0,0,0,0,0,1,0,0,immigration
2342,"'""¨ This week we have conducted a number of raids targeting the criminal gangs putting migrant lives at risk via illegal immigration",none,0,0,0,0,0,0,0,1,0,0,immigration
2344,"It will break the business model of people-smugglers who endanger lives like these.It will toughen sentences for arranging illegal entry to the UK.This is why we're introducing the New Plan for Immigration € ,",premise,0,0,0,0,0,1,0,0,0,0,immigration
2347,"Our New Plan for Immigration will crack down on criminal people smugglers while helping those, like Ibrahim and his family, in genuine need. Have your say at",none,0,0,0,0,0,0,0,1,1,0,immigration
2351,"The spending in Primark was for asylum seekers who would have not had appropriate clothing when arriving in the UK. We are committed to delivering the best value for money for the British taxpayer, making sure every pound is spent in the most effective way.",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2352,Our New Plan for Immigration will create a fairer system to support the world's most vulnerable:... Continuing to resettle those in need of protection... Granting resettled refugees indefinite leave to remain... Increasing integration through job support and English lessons,conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2353,"""For too long our justice system has been gamed... enough is enough""Home Secretary Priti Patel is outlining the government's plan for a ""faster and fairer"" asylum system",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2355,"We've now resettled over ,  since 2015 through the Vulnerable Persons Resettlement Scheme.And today, we're announcing £14m of support to  refugees ¶»' here in the UK with English language & employment support.",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2358,"The Government's first priority should be to its own people. With over 6,000 veterans out on the street, how can the Home Office justify this?",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2360,"The Tories decimated our armed forces, now they are filling up the empty barracks with illegal migrants. Is this what taking back control looks like? Why not use them to house the UK's 6000 homeless veterans?",none,0,0,0,0,0,0,0,0,1,0,immigration
2363,Media vultures currently trying to aggravate #DominicCummings in order to get a reaction.Why have they not been this passionate on illegal immigrants flooding the country and potentially importing the virus? Or Labour politicians flagrantly flouting the lockdown?,conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2364,"Staggering how much attention Dominic Cummings travelling to #Durham has received from the MSM. Not a peep from them about illegal immigration, however... #Dominicsgoing",premise,0,0,0,0,0,0,0,0,1,0,immigration
2371,Why is our foreign secretary cosying up to a country that is purposefully flooding Greece and the rest of Europe with migrants?,none,0,0,0,0,0,1,0,0,0,0,immigration
2406,Immigration minister Chris Philp (who nobody has ever even heard of) had meetings in Paris today and says we now have an action plan that will counter illegal crossings. Don't hold your breath folks.,premise,0,1,0,0,0,0,0,0,0,0,immigration
2424,Official figures show that approaching 500 illegal immigrants crossed the Channel this week.I predicted an invasion and it is happening. Government say they will return many. I don't believe a word of it.,none,1,0,0,0,0,0,0,0,0,0,immigration
2439,"A record 167 illegal migrants have come into Dover today, including 60 in one boat. I have warned about the invasion and now it is happening. People will be very angry with a government that pretends but never acts.",conclusion,1,0,0,0,0,0,0,0,0,0,immigration
2455,"As I predicted weeks ago, Pett Level is a favoured landing beach for migrants. This exclusive video from Saturday shows a group being caught. Many more are not. This is proof that the sneering media were wrong to attack me for my film.",conclusion,1,0,0,0,0,0,0,0,0,0,immigration
2459,It is only a matter of time before there is a mid-channel collision and people lose their lives.,none,1,0,0,0,0,0,0,0,0,0,immigration
2463,"On a day of national celebration we are being humiliated on the South Coast. As I have predicted, a record number of illegal immigrants have been taken into Dover. All along the coast there are many more. This is the beginning of an invasion.",none,1,0,0,0,0,0,0,0,0,0,immigration
2469,"The illegal migrant scandal is bigger than anybody realises.Our government should stop the boats from coming, not help them to shore.Mark my words this issue is not going away.",none,1,0,0,0,0,0,0,0,0,0,immigration
2481,"Rich hypocrisy from @benandjerrys that just wants cheaper labour costs and is clearly happy to see vile people smuggling into conditions of modern slavery, as well as putting illegal immigrant in harms way on dangerous journey across channel.",none,0,0,0,0,0,1,0,0,0,0,immigration
2492,I hear @patel4witham is being actively stopped from policing borders properly by cabinet colleagues fearful of seeming uncaring. How have we got into a position where upholding our own immigration laws & treating everyone equally who wishes to come here is somehow wrong?,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2500,"We've doubled the amount we spend on taking care of asylum seekers in the last 5 years - now up to £1 BILLION a year, yet the ONS reported today that the number of homeless deaths in the UK is the highest since records began. Does this seem right to you?",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2524,"If our facilities are so unacceptable, maybe they should have considered seeking asylum in one of the numerous safe countries they passed through to get here? Why should they be given better conditions than our servicemen and women? #Penally",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2532,It's typical of the #BBC to label people who don't want Wales to be turned into a refugee camp 'extremist'. How many economic migrants do we need to accept before they are satisfied? #DefundTheBBC,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2539,"If only the metropolitan elite were as concerned with the well-being of the UK's 320,000 homeless people as they are with 20 illegal migrants.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2543,"Oh dear, @benandjerrysUK. Your company was recently caught exploiting migrant workers. Is this why you want more illegal migrants in the UK? To exploit them too?",conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2553,"Innocent Seven-year-old Emily Jones was stabbed to death in a park in Bolton, and Albanian immigrant Eltiona Skana has been charged.Why isn't this story on the front page of every newspaper?",conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2560,"When Prince Charles was tested for #Covid19, the woke-left had an absolute meltdown. Yesterday, 169 testing kits had to be used on illegal migrants after they were intercepted in the channel......complete silence from the same people. #Hypocrites",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2566,The reason @UKLabour are so against the Government's plans to reduce immigration of people who don't speak English is that this is the Labour voting bloc these days. Sorry white working-class - Labour don't care about you. ,premise,0,0,0,0,0,1,0,0,0,0,immigration
2585,"Every time - Johnson & Co find money and homes for them, while #homeless Forces veterans and teenagers shiver their nights and lives away in cardboard boxe.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2586,Soft Touch Britain strikes again. Any homeless veteran trying to find a bed in an old army barracks would be arrested and thrown out back to rot on the streets.#keeppayingyourtaxes,conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2587,"So much for Johnson's pre-election pledges to get tough on #immigration. Mind you, if anyone is stupid enough to believe a pre-election 'pledge' they deserve to be conned.A shame they can't book hotel rooms for homeless veterans though.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2620,Turkish police force Syrian refugees to #Greek border at gun-point. The invasion of Europe is not an accident at any level!,premise,0,0,0,0,0,1,0,0,0,0,immigration
2636,"If we want to protect our precious green spaces and stop concrete covering our countryside, we must tighten immigration controls.",premise,0,0,0,0,0,0,1,0,0,0,immigration
2655,"This piece demonstrates the truth of what some of us long argued: free movement depressed wages in several sectors, including agriculture. But we were dismissed as 'anti-migrant' and 'reactionary'. Facts may be awkward sometimes. But they're still facts.",none,1,0,0,0,0,0,0,0,0,0,immigration
2665,Cut immigration to ease the housing crisis? #WorthATryProbably,premise,0,0,0,0,0,0,1,0,0,0,immigration
2738,Our new partnership with Rwanda shows we can no longer accept the status quo.People are dying and the global migration crisis requires us to find new ways to work in partnership.It will deal a major blow to the evil people smugglers.This is what it means ''',premise,0,0,0,0,0,1,0,0,0,0,immigration
2741,Who is profiting from the global migration crisis and what can be done to help fix it? '',none,0,0,0,0,0,1,0,0,0,0,immigration
2745,"Tonight, Labour voted against our plans to tackle dangerous and illegal channel crossings. By cutting down on illegal migration we can better support those fleeing oppression, persecution and tyranny through our safe and legal routes.",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2751,"I have zero tolerance for abuse of our immigration system. Under my #NewPlanForImmigration, I want to ensure the British people have confidence in the system, including stopping those who threaten our national security & push dirty money around our cities.",premise,0,0,0,0,0,1,0,0,0,0,immigration
2754,"Delighted to welcome Minister @HMcEntee to the @UKHomeOffice today.We spoke about the devastating cases of Ashling Murphy & Sarah Everard, and our shared determination to tackle #VAWG. As well as discussing action to prevent illegal migration & protect vulnerable people.' ''",premise,0,0,0,0,0,0,0,1,0,0,immigration
2755,"Pleasure speaking with @NancyFaeser to congratulate her on becoming Germany's new Interior Minister.We discussed deepening our cooperation to tackle illegal migration, shutting down criminal gangs across Europe and protecting vulnerable people.' ''",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
2771,"The UK is committed to supporting refugees around the '.From Afghanistan and Myanmar to Ethiopia, Syria and Ukraine, we're providing immediate lifesaving assistance and protection for those most at risk.On #WorldRefugeeDay, and every day, we stand #withrefugees",premise,0,0,0,0,0,0,0,1,0,0,immigration
2791,"The current asylum system makes it easy for criminal smuggling gangs to exploit migrants.Leading them to risk their lives.This simply cannot continue. The #NewPlanForImmigration will change this, once and for all.",premise,0,0,0,0,0,0,0,1,0,0,immigration
2796,"More urgent aid from the UK arrives for refugees fleeing Russian aggression. ¡,blankets¡,hygiene kitsOur staff on the ground in Moldova will make sure this gets to where it's needed.",none,0,0,0,0,0,0,0,1,0,0,immigration
2801,"Our #BordersBill is now in the House of Lords Committee Stage.¡,Once it becomes law, the Bill will deliver an asylum system that is firm but fair, allowing us to deter illegal migration and help those most in need.#NewPlanForImmigrationMore:",none,0,0,0,0,0,0,0,1,0,0,immigration
2804,"As each pathway opens, women and children will continue to be prioritised. Building on this the UNCHR will now refer refugees most at risk to the Afghan Citizens Resettlement Scheme, including women and girls as per their international framework.",none,0,0,0,0,0,0,0,1,0,0,immigration
2805,OVER 700 Migrants today. YOU will have operations & tests cancelledYOU won't get a pension or elderly careFACTJoin @UKIP because the Conservatives are killing us.,conclusion,0,0,0,0,0,0,1,0,0,0,immigration
2808,The UK Independence Party is the ONLY party committed to withdrawing from the: 1951 UN Refugee Convention European Convention on Human Rights UN Global Migration Compact Until this happens the invasion of illegal immigrants will continue.,premise,1,0,0,0,0,0,0,0,0,0,immigration
2811,The Welfare of Armed Forces Veterans must have priority over Immigrants,none,0,0,0,0,0,0,0,0,1,0,immigration
2820,"Whilst any of the establishment parties remain in power, the boats will continue to land on our shores. UKIP Chairman @BenWalkerFABS",conclusion,0,0,0,0,0,0,1,0,0,0,immigration
2872,Independent journalist and former ukip Candidate Steve Laws has been suspended from @Twitter for reporting the truth on illegal immigration! #FreeSpeech #bigtech #censorship,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2907,Migrants 'are staying in four-star hotel rooms at £125-a-night on the taxpayer' as Britons struggle to afford spiralling energy bills amid cost of living chaos',conclusion,0,0,0,0,0,0,0,0,1,0,immigration
2916,Boris Johnson cares more about sending support packages to Ukraine than he does about stopping the migrant boats at Dover.,none,0,0,0,0,0,0,0,0,1,0,immigration
2923,As I suspected. Almost 4/10 illegally crossing the Channel are Albanian. Just 5.7% Syrian.We are being misled. The largest group is from a peaceful NATO member joining the EU.Shocking leaks revealed by @TiceRichard. Why isn't this data published?,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2943,"Sadly it looks as though the Rwanda policy is about to rebound on the government.Several legal challenges are already underway.Unless Brexit is completed and we leave the ECHR, 100,000 migrants will arrive in 2022 and the Red Wall will collapse.",premise,1,0,0,0,0,0,0,0,0,0,immigration
2944,Lots of tweets saying I made up a story about migrants throwing their phones into the Channel yesterday. Well here is the exclusive footage€Why would legitimate refugees with nothing to hide throw their mobile phones into the sea?,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2947,Today I witnessed 3 migrants throw their phones overboard into the Channel. Why would legitimate refugees want to throw their mobile phones into the sea?,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
2954,This is a disgrace. The Home Office do not want us to know the truth.,none,0,0,0,0,0,1,0,0,0,0,immigration
2980,"BREAKING EXCLUSIVE: I expose that 4 in 10 Channel migrants from peaceful Albania, not war-torn states.We have been deeply misled.",premise,0,0,0,0,0,1,0,0,0,0,immigration
2981,BREAKING: my shocking exclusive story later this weekend of leaked Govt proof on true origin of Channel migrants.,none,0,0,0,0,0,1,0,0,0,0,immigration
2996,"ILLEGAL MIGRANTS: Another day, another large group of young men arrive, another fat profit for vile smugglers, another multi million liability for us British taxpayers. Enough is enough.",premise,0,0,0,0,0,0,0,0,1,0,immigration
3000,"Civil servants working at home has led to collapse in productivity: delays in passports, driving licences, immigration, healthcare etc etc. Get back to office & perform, or get out of the job.",premise,0,0,0,0,0,0,1,0,0,0,immigration
3003,"""They would like open borders and the dilution of any meaningful concept of nationhood. British interests mean nothing to them as they cling to their globalist agenda.""My latest @MailOnline on Britain's open-borders coalition and asylum system reform.",conclusion,0,0,0,0,0,1,0,0,0,0,immigration
3013,It's revealing that lying about his asylum claim in 2015 was insufficient to remove of Emad Al Swealmeen from the UK. He remained and detonated a bomb on Remembrance Sunday last year.It begs the question. If making false claims is not sufficient to remove people - what is?,conclusion,0,0,0,0,0,1,0,0,0,0,immigration
3014,Join me Today 10am for my Tice Talk show on @talkRADIO: '’Sunday Sermon: Furlough rip-offs'’Blackmail and whips'’Govt hiding immigration nos'’Ukraine and much more!,none,0,0,0,0,0,1,0,0,0,0,immigration
3020,"Police brutality in Spain. Police brutally assault in innocent woman. Illegal immigrants welcomed by Spanish authorities, while their police viciously assault Spanish people. The EU remain silent.",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
3025,Are you happy supporting a party in favour of massive immigration and of handling over Command & Control of our Armed Forces and who criminalise parents of six year olds who try to stop their child being taught Transgenderism?,conclusion,0,0,0,0,1,0,0,0,0,0,immigration
3030,@Michael55096806 None of them. Though I did give the Zio-media a stick to beat Corbyn by saying I'd vote for him on foreign policy grounds. But unless he comes out to oppose the UK sanctions on Syria that are killing thousands of children & adding to,none,0,0,0,0,0,0,0,1,0,0,immigration
3033,"Long interview I did today with #redpilled counter-jihadist Dionne Miller. Watch it & please repost before TheirTube takes it down! ""I haven't gone away, you know....."" #immigration #GreatReplacement #grooming #KalergiPlan",none,0,0,0,0,0,1,0,0,0,0,immigration
3035,"Even if #BorisJohnson does deliver #Brexit, people who voted for our old Britain back are going to be VERY disappointed. More immigration, LGBTQ+ force fed to children, destruction of green belt, privatisation, war on free speech. #stabbedintheback",premise,0,0,0,0,1,0,0,0,0,0,immigration
3038,Begs the question as to how much the state-run #BBC should be fined for its endless lack of impartiality over #Brexit #Immigration#Russia #Syria #Iraq #weaponsofmassdestruction and all the other lies they tell us!,premise,0,0,0,0,0,1,0,0,0,0,immigration
3040,"Funny thing - THEY can put gruesome photos on cigarette packs to warn us of the dangers of smoking, but WE can't pass on photos that warn of the dangers of #immigration, #Islamisation & the takfiri hatred spread by their Saudi cronies. #MarineLePen",conclusion,0,0,0,0,0,0,0,0,1,0,immigration
3041,"Funny to see liberals whining about inevitable result of mass immigration, but these #Muslims are right: Children should be children. The child-abusing LGBTQ+ lobby are the real bullies. #StopRSE",premise,0,0,0,0,0,0,1,1,0,0,immigration
3042,The problem isn't just #Brexit or #immigration or #Islamisation. The corporate elite are screwing us all in other ways too:,premise,0,0,0,0,0,1,1,0,0,0,immigration
3047,"The key difference between me & #TommyRobinson - he's happy that they're here, but wants them to accept LGBTQ+ brainwashing I believe mass immigration was a ghastly error that should be reversed, but support them on this stand for tradition & decency.",none,0,0,0,1,0,0,0,0,0,0,immigration
3057,Labour have passed a motion to...ª Scrap all immigration controlsª Campaign for free movementª Give non-UK citizens the right to vote€Migrant boats = Labour votes springs to mind...,premise,0,0,0,0,0,1,0,0,0,0,immigration
3059,"Hi multi-millionaire Richard Gere, by aiding the illegal funneling of economic migrants to Europe, you are killing many more who will now follow their lead. Why don't you put some of them up in your own home if you insist on virtue signalling?",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
3069,"The scheme aims to tackle inequalities & poverty experienced by refugees in WalesThere are 710,000 people living in abject poverty in Wales. 185,000 of them are children. I suppose it's politically incorrect to suggest putting Welsh children first?",conclusion,0,0,0,0,0,0,0,1,0,0,immigration
3070,"#AsiaBibi's acquittal has been upheld by Pakistan's supreme court. She is still in fear for her life however. Remember that the UK refused this Christian woman asylum because of fears it would cause ""unrest"". An indelible disgrace on our government",premise,0,0,0,0,0,0,0,1,0,0,immigration
3072,EXCLUSIVE: Citizen journalist ‚Ç¨Àúwho exposed Migrant Crisis' in bid to become MP @UKIP @Steve_Laws_ via @PoliticaliteUK,none,0,0,0,0,0,1,0,0,0,0,immigration
3079,"@GoodwinMJ confirms my prediction at the time of #Brexit - the people voted to stop #Immigration, but the Tories have simply replaced Poles with Pakistanis (as Nigel Farage always wanted). #neoconned",none,1,0,0,0,0,0,0,0,0,0,immigration
3083,"@Anna_Soubry If you were upset by James Goddard, wait til you meet the refugees of the #AzovBatallion when they start destabilising your precious multicult.And, as Mr Lenin sort of predicted, ""turn the war into civil war"".#CarefulWhatYouWishFor",conclusion,1,0,0,0,0,0,0,0,0,0,immigration
3084,"Within a month, the West will have taken on at least half a million young male Ukrainian refugees from the war Nato made inevitable. If you think I'M a racist extremist, wait til you meet these lads! What could possibly go wrong in #multicultral Europe?",conclusion,1,0,0,0,0,0,0,0,0,0,immigration
3088,"If you think that the new #HighwayCode is the worst example yet of what happens when red-green fanatics take over rhe asylum, wait til you get your obscene energy bills come April. And that's only the start. Their aim is complete deindustrialisation.#MorgenthauPlan #GreatReset",premise,1,0,0,0,0,1,0,0,0,0,immigration
3090,"As I said would happen, a Tory-directed Brexit was always going to replace Poles & Hungarians with Indians & Africans. The wishes of the people count for nothing when capitalists & their puppets make the rules. Yet another Tory #Immigration betrayal.",premise,1,0,0,0,0,0,0,0,0,0,immigration
3095,"We voted to control our Borders. For six years the Tories turned a bling eye to mass illegal immigration, allowed mass immigration from Honk Kong and Ukraine Now because two politicians in power for the very same six years want to be PM, they both promise to control our Borders.",conclusion,0,0,0,0,0,1,0,0,0,0,immigration
3099,Mass immigration is driving us into an ever greater housing crisis while hard working people struggle to build a home for their families.What does this say about the priorities of those at the top...? °,conclusion,0,0,0,0,0,0,0,0,1,0,immigration
3101,"Our cities have seen rapid and momentous change in the last two decades. The public never asked for mass, uncontrolled immigration, but the politicians have forced it on the country anyway... °",conclusion,0,0,0,0,0,0,1,0,0,0,immigration
3104,We need transparency on immigration,none,0,0,0,0,0,1,0,0,0,0,immigration
3108,"The government promised that its post-Brexit immigration system would reduce overall immigration levels and deliver ""firmer"" border control. Yet the opposite has happened! °",conclusion,1,0,0,0,0,0,0,0,0,0,immigration
3113,"Nick Timothy, Theresa May's Chief of Staff, exposes Boris' real policy of increasing mass immigration!",none,0,0,0,0,0,1,0,0,0,0,immigration
3117,"False claims damage our already overwhelmed and abused asylum system, and our ability to help the truly vulnerable...",none,0,0,0,0,0,0,0,1,0,0,immigration
3124,The gap between what the public want on immigration and what the political class are doing is growing dangerously wide...We will continue to hold them to account '‚Ñ¢,none,0,0,0,0,1,0,0,0,0,0,immigration
3138,Vital we continue to crack down on the organised gangs involved in immigration crime. They are shamefully exploiting people & putting lives in grave danger. Excellent work by the @NCA_UK.,conclusion,0,0,0,0,0,0,1,0,0,0,immigration
3149,"The Immigration Bill I brought before the Parliament today is essential to end free movement, control our borders, and give full protection to Irish citizens in the UK. By voting against it Labour have shown - once again - they are firmly on the side of uncontrolled immigration",conclusion,0,0,0,0,0,0,1,0,0,0,immigration
3150,.@hackneyabbott a few hours ago you said you wouldn't oppose our Bill to end free movement. Yet now you just did the exact opposite.Those who thought you couldn't trust Labour's promise to control immigration have been proven right.,premise,1,0,0,0,0,0,0,0,0,0,immigration
3152,A National Crime Agency spokesman says a 33-year-old Iranian national and a 24-year-old British man have been arrested in Manchester on suspicion of arranging the illegal movement of migrants across the English Channel,none,0,0,0,0,0,0,1,0,0,0,immigration
3177,"The biggest risk to our public services is Corbyn's plans for uncontrolled & unlimited immigration. The Conservatives will get Brexit done & introduce an Australian-style points system so that we reduce immigration overall, while being open & flexible to highly skilled people.",premise,0,0,0,0,0,0,1,0,0,0,immigration
3182,"Yet more evidence that Britain is becoming more tolerant-People born since 1960s more positive to immigration-Sits uneasily with 'Brexit = Xenophobia Explosion"" catastrophising-But high diversity + high inequality reduces these positive shifts",none,1,0,0,0,0,0,0,0,0,0,immigration
3186,We have a proud record on protecting children through asylum & resettlement. The new #WAB clause on unaccompanied children & family unity is clear: supporting them is our priority both now and after we've left the EU.,none,0,0,0,0,0,0,0,1,0,0,immigration
3187,"We're focused on delivering for the whole UK, including keeping people safe & delivering a points based immigration system.#QueensSpeech",none,0,0,0,0,0,0,0,1,0,0,immigration
3199,"We are committed to reforming immigration detention to increase the protections for vulnerable individuals. We have introduced a pilot to support vulnerable women outside of detention, with broader pilots planned for this and next year.See more here:",none,0,0,0,0,0,0,0,1,0,0,immigration
3200,"A year ago we committed to reducing the size of the immigration detention estate. Today it is around 40% smaller than in 2015, with fewer detainees in detention. Read more here:",premise,1,0,0,0,0,0,0,0,0,0,immigration
3202,"On Monday, we will launch a pilot programme to encourage refugee entrepreneurship programmes across the UK. Join us in London to find out how your organisation can get involed. Register here  #CFErefugees #RefugeeEntrepreneur @ukhomeoffice",none,1,0,0,0,0,0,0,0,0,0,immigration
3205,Those in need of protection should claim asylum in the first safe country they reach.Home Secretary @sajidjavid & French Interior Minister @CCastaner recently agreed to reinforce the UK & France's joint efforts to tackle dangerous†small boat crossings:,premise,0,0,0,0,0,0,0,1,0,0,immigration
3211,"""The UK will resettle thousands more refugees starting from next year, and for years to come.""Home Secretary @sajidjavid has announced the details of the UK's new refugee resettlement scheme that will start in 2020. #RefugeeWeekRead more:",none,1,0,0,0,0,0,0,0,0,0,immigration
3214,Refugees resettled in the UK under the Vulnerable Persons Resettlement Scheme spoke to Immigration Minister @CarolineNokes about life in the UK. We'll continue to resettle thousands of refugees under a new scheme starting next year.#RefugeeWeek,premise,1,0,0,0,0,0,0,1,0,0,immigration
3215,"The UK will resettle thousands more refugees starting from next year, and for years to come.Home Secretary @sajidjavid has announced the details of the UK's new refugee resettlement scheme that will start in 2020. #RefugeeWeekRead more:",none,1,0,0,0,0,0,0,0,0,0,immigration
3218,"To kick off #RefugeeWeek, we've announced that the UK will continue to resettle thousands of refugees under a new scheme starting in 2020 - offering a safe and legal route to the UK for some of the world's most vulnerable people.Read more:",none,1,0,0,0,0,0,0,1,0,0,immigration
3219,"At the start of #RefugeeWeek, it's vital the UK continues to provide protection to the world's most vulnerable. That's why we are introducing a new resettlement scheme giving more refugees the opportunity to start new lives in Britain",none,0,0,0,0,0,0,0,1,0,0,immigration
3224,"I recognise that it won't reverse the damage that was caused, but I believe it will go some way to atone for the wrongs that people experienced. Home Secretary @sajidjavid wrote about the #Windrush Compensation Scheme for the @Independent. Read more:",none,1,0,0,0,0,0,0,0,0,0,immigration
3227,".@SajidJavid: We are also on track to resettle 20,000 refugees fleeing the conflict in Syria by 2020 as well as up to 3,000 of the most vulnerable people from the Middle East and North Africa, including children at risk of exploitation and abuse. @UKHomeOffice",none,0,0,0,0,0,0,0,1,0,0,immigration
3231,"Migrants to be ""allocated"" across the bloc - so forced migration? Why is this not being covered by British media? EU coalition of the willing agrees new migrant Àúsolidarity mechanism' @EURACTIV",none,0,0,0,0,0,1,0,0,0,0,immigration
